comment,intent,source,confidence,latency_ms,cost_usd,stage
طيب اي الحل لان جيت اسحب بصراف برق من البنك الاهلي المصري والفلوس لم تطلع من الماكينه واتخصمت من الحساب؟,Complaint,gpt-4o-mini,0.95,721.83,2.8e-05,training
انا عندي مشكله كل ما احول اطلع بطاقة اسوي كل الإجراءات لما اخلص يرجعني من اول و جديد ايش الحل,Complaint,gpt-4o-mini,0.95,901.47,2.8e-05,training
كيف اصدر بطاقة بلاستكية تجيني البيت انا اصدر البطاقة من التطبيق وطلعتلي بطلقة الرقمية فقط وانا احتاج نفس البطاقة توصل عندي,Question,gpt-4o-mini,0.95,794.89,2.9e-05,training
البطافة وصلتني لكن اذا بفعلها عن طريق التطبيق سواء رسالة نصية او عن طريق ال nfc تطلع رسالة محتواها ( يرجى التحقق اذا كنت قد قمت بالفعل بطلب البطاقة و التحقق من حالتها ) مدري وش المشكلة  ؟؟؟,Question,gpt-4o-mini,0.95,865.52,3.3e-05,training
الراجحي ياخذ رسوم اذا حولة على برق,Statement,gpt-4o-mini,0.95,848.34,2.5e-05,training
انا جربتها لازم قبل ماتسحب تنتبه لشاشة الصراف لانه يعرض لك اذا كان فيه عموله ام لا,Suggestion,gpt-4o-mini,0.95,1398.66,2.8e-05,training
احسن بطاقتين للسفر باختصار واريح ومرنه غطت على بطاقة السفر والمسافر والعملات,Suggestion,gpt-4o-mini,0.95,809.35,2.8e-05,training
احلى بطاقة استخدمتها في اذربيجان والامارات ولاعمرها توقفت معي لا في نقاط البيع ولا سحب كاش,Praise,gpt-4o-mini,0.95,928.9,2.8e-05,training
انا عندي مشكله بتسجيل  لم ادخل الرقم الاول بيفتح التطبيق وكل شئ بس لم بسجل باقي البيانات بيجيلي دولة برتخال بالرقم وبحاول اخير الدوله ما بيتخير,Complaint,gpt-4o-mini,0.95,2773.62,3.3e-05,training
ما جيني السعودية ذي ما ظهر عند بالداخل,Question,gpt-4o-mini,0.95,1236.69,2.5e-05,training
شكرا جزيلا على هذا الشرح الوافي والسريع بدون مطمطه زايده ممتن لك يا أخي الكريم,Praise,gpt-4o-mini,0.95,1055.26,2.8e-05,training
اغير رقم التليفون ازاي,Question,gpt-4o-mini,0.95,636.87,2.5e-05,training
وش احط في مكان الميلاد  وانا في السعودية لم يظرلي السعودية او مكة المكرمة,Question,gpt-4o-mini,0.95,1192.4,2.7e-05,training
طيب انت طلعت البطاقة و حطيت عند البلاستيكه لا شكرا والحين ابيها كيف اطلعها ؟,Question,gpt-4o-mini,0.95,1034.46,2.8e-05,training
بطاقة مدى برق تستخدم في دبي ؟؟؟,Question,gpt-4o-mini,0.95,974.75,2.5e-05,training
هل تسحب حتى بعد انتهاء الاقامه ؟,Question,gpt-4o-mini,0.95,1192.38,2.5e-05,training
مركز الألعاب ما طلعلي وابي اطلب بطاقة البلاستيكية ما طلع لي لمكان الي بيبينوه في لفيديوهات تواسلت مع دعم حاطين ربوت يرد على شي الي مبرمجينه عليه ما فادني بشي اتصل عليهم محد يرد برق شافشلين جدا الي باقي ما فتح فيه حساب ما انصحو اذا صار مع ايي مشكل ما في فرع ولى في احد يرد عليك فاشليييييين,Complaint,gpt-4o-mini,0.95,869.74,4.1e-05,training
عندي حساب سويت تسجيل خروج وابغى ارجع رفض الا تسجيل جديد,Complaint,gpt-4o-mini,0.95,847.08,2.6e-05,training
برق افضل شي ماتستخدمها الجمعه والسبت يصر غلط في العمليات,Complaint,gpt-4o-mini,0.95,969.21,2.6e-05,training
ممكن شرح لان يقول لي تم الرفض ؟,Question,gpt-4o-mini,0.95,1095.19,2.5e-05,training
كيف اطلع رقم الحساب والايبان ؟؟,Question,gpt-4o-mini,0.95,821.0,2.5e-05,training
ابغى اعرف الايبان والحساب,Question,gpt-4o-mini,0.95,1261.95,2.5e-05,training
كيف نودع في الحساب ؟؟اذا معانا كاش ونبغا نودع,Question,gpt-4o-mini,0.95,1331.59,2.7e-05,training
كيف أنشط البطاقة؟,Question,gpt-4o-mini,0.95,908.09,2.5e-05,training
ما جاني طلب البطاقة بالبلاستيكية,Complaint,gpt-4o-mini,0.95,741.34,2.5e-05,training
يجيني تم حظر حسابك ايش الحل,Question,gpt-4o-mini,0.95,898.55,2.5e-05,training
انا في السعودي لدي بطاقة برق هل يمكنلي ان اسحب من مصر ارجو الرد,Question,gpt-4o-mini,0.95,1024.54,2.6e-05,training
ممكن فيديو لتعليم رفع التذكرة ضرورى إذا سمحت,Question,gpt-4o-mini,0.95,877.81,2.6e-05,training
توثيق الشروط والاحكام  مايشتغل معي للحين معلقه البطاقة في الجوال ماقدر اسوي تأكيد ؟!,Question,gpt-4o-mini,0.95,666.69,2.8e-05,training
‏برنامج مش راضي يفتح معايا,Complaint,gpt-4o-mini,0.95,1214.63,2.5e-05,training
كيف اسوي ايداع في صرافه برق,Question,gpt-4o-mini,0.95,769.23,2.5e-05,training
ينفع اسحب منها وانا ف مصر والاا المملكه بس,Question,gpt-4o-mini,0.95,885.95,2.6e-05,training
المحفظة واحدة واذا عندك فيزا او مدى من برق كل عملياتك سواءا سحب او تحويل ولا تسديد الخصم يصير من المحفظة <br>صححو لي اذا غلطان,Question,gpt-4o-mini,0.95,1137.95,3e-05,training
طيب كيف اعرف رقم حسباتي وانا عندي اكثر من بطاقه,Question,gpt-4o-mini,0.95,977.67,2.6e-05,training
طلبتها ودخلت افعلها من التطبيق  ثلاث ايام ما تفعلات,Complaint,gpt-4o-mini,0.95,1227.24,2.7e-05,training
الله يحفظكم والله افضل تطبيق🎉,Praise,gpt-4o-mini,0.95,1559.8,2.5e-05,training
كم حد السحب اليومي خارج المملكة؟,Question,gpt-4o-mini,0.95,707.55,2.5e-05,training
عندي سؤال.. الحين اذا جيت مسافرة كيف اسوي اصدار للبطاقة عشان توصلني,Question,gpt-4o-mini,0.95,625.12,2.8e-05,training
يا اخي تطبيق برق انتهاء الاقامه وا توقف المحفظه وبعدين جددتها واجي احدث الملف الشخصي اجي اسوي تحدث ما يتحدث,Complaint,gpt-4o-mini,0.95,725.61,2.9e-05,training
لماذا بطاقه فيز لاتقبلها مكينة الصراف الالى فى السعوديه,Question,gpt-4o-mini,0.95,792.31,2.7e-05,training
طيب الصراف برق زي الصرافه الراجحي وكذا ولا بس لتطبيق ذا ؟,Question,gpt-4o-mini,0.95,1032.9,2.7e-05,training
كيف اعمل ايداع من داخل مصر ؟ <br>وبيصير عن طريق atm ?داخل مصر,Question,gpt-4o-mini,0.95,811.35,2.7e-05,training
متى تبدأ المسابقة؟,Question,gpt-4o-mini,0.95,1462.29,2.5e-05,training
وين سعر الصرف..!!!,Question,gpt-4o-mini,0.95,782.13,2.5e-05,training
أنا كنت قبل ايام في إسطنبول صرافات  البنوك ياخذون عمولة &quot;الكاش مشين&quot; تصل إلى ١٠٪؜ !! تبي تقول بدون إيصال او اظغط على يسار الشاشة فيك فيك العمولة لكن طبعاً المشتريات ليست عليها عمولةنفس  سعر الكاش 👍🏼 اقول الي يقدر يتحمل ولاهب مثلي يأخذ معه كاش 💵 قديمك نديمك لو جديدك أغناك 🎵,Statement,gpt-4o-mini,0.95,825.35,4.2e-05,training
خانه الاسم بتجى المدخل غير صالح,Complaint,gpt-4o-mini,0.95,964.5,2.5e-05,training
هل اقدر اضيف فيها فلوس من فيزا واحولها على الراجحي,Question,gpt-4o-mini,0.95,889.03,2.7e-05,training
الذي يرغب في بطاقة بلاستيكية يختار البطاقة الخضراء مكتوب بطاقة برق وفيها علامة برق وفيزا فقط بدون علامة مدى,Statement,gpt-4o-mini,0.95,810.14,2.8e-05,training
يا ادارة برق يا جماعة الخير <br><br>ايش صار لكم انا كنت دائم احول من عليكم وعملت تحويلات كتير اوي من عندكم بس المره دي من يوم ١٨ اكتوبر والتحويل ذلتوني عليه واكلم خدمة العملاء ويقولوا بنصعد المشكله <br><br><br><br>وعالحال ده من يوم ٢٠ اكتوبر <br><br><br><br>وفتحت تذكرة شكوي للتاخير وحوارات كتير ليه كده انا للاسف فقدت الثقه نهائيا بالبرنامج <br><br><br><br>ايه الي يذلني الذل ده برنامج شغال بمزاجه <br><br><br><br>وخذمة عملاء بمزاجها <br><br><br><br>والبرنامج اكيد شويه وهيسكر دام فيه مشاكل غير مفهومه <br><br><br><br>احذروا يا جماعه,Complaint,gpt-4o-mini,0.95,1052.95,5.8e-05,training
ما يجيني رقم يجيني الهويه ويوم احطها يقول غلط وانا متأكد منها,Complaint,gpt-4o-mini,0.95,884.33,2.7e-05,training
كيف اسجل,Question,gpt-4o-mini,0.95,1101.72,2.4e-05,training
لو هويتي منتهيه اقدر استخدم الحساب او البطاقه,Question,gpt-4o-mini,0.95,772.29,2.6e-05,training
نصابين مايطلع لي الا %0.4 في كل العمليات,Complaint,gpt-4o-mini,0.95,783.6,2.6e-05,training
سويت كل شي وماجاني اتصال ايش الحل😢,Complaint,gpt-4o-mini,0.95,1329.07,2.6e-05,training
انا سجلت الجوال وجيت عند التحقق من الهويه حطيت الهويه وتاريخ الميلاد ويقول غير متطابقه وانا متأكد منها الي عنده حل يساعدني,Question,gpt-4o-mini,0.95,1139.79,3e-05,training
يقولي طلبي قيد الانتظار ما توثق بسرعة,Complaint,gpt-4o-mini,0.95,817.23,2.6e-05,training
ليش ماتطلع عندي عجلت الحظ,Question,gpt-4o-mini,0.95,909.26,2.5e-05,training
نصابين وربي اول مسدد فاتوره كهرباء بي 2200 معطيني 8 ريال يسوقون امها,Complaint,gpt-4o-mini,0.95,921.63,2.8e-05,training
يا عيال تكفون حسابي محظور كيف افتح الحظر حتى خدمه العملا ما يردون,Complaint,gpt-4o-mini,0.95,921.63,2.8e-05,training
معطله لها يومين,Complaint,gpt-4o-mini,0.95,818.04,2.5e-05,training
طيب هل تربط البايبال وكيف السحب منه,Question,gpt-4o-mini,0.95,1820.14,2.5e-05,training
انتبهو منهم نصابين ويجمدون الحسابات,Complaint,gpt-4o-mini,0.95,1353.51,2.6e-05,training
بتشتغل في كل الدول؟؟؟,Question,gpt-4o-mini,0.95,900.55,2.5e-05,training
طيب ليه ما اقدر اسحب ؟,Question,gpt-4o-mini,0.95,936.97,2.5e-05,training
أنا عندي بطاقة اليوم الوطني كيف اقدر اسوي  لها طلب؟,Question,gpt-4o-mini,0.95,722.66,2.6e-05,training
انا طلبت مدى او ضروري برق,Question,gpt-4o-mini,0.95,1257.32,2.5e-05,training
كيف اطلع رمز الدعوة,Question,gpt-4o-mini,0.95,681.86,2.5e-05,training
الزيك يا مدير الزاي أحوط فلوس ف بطاقه برق,Statement,gpt-4o-mini,0.95,920.53,2.6e-05,training
كيف احط موقعي عشان استلم البطاقه بصرحه فيها صعوبه شويه لان الموقع مو راضي ينضاف,Question,gpt-4o-mini,0.95,1161.73,2.8e-05,training
هل مكتوب فيها اسم الشخص؟,Question,gpt-4o-mini,0.95,806.4,2.5e-05,training
على ساس بحط ٧٢ الف فيهل 😂  بحط مبلغ مقاضي ممكن  المبالغ القويه البنوك مثل الراجحي او الاهلي او بنك معروف الصدق,Statement,gpt-4o-mini,0.95,668.98,3e-05,training
والحوالات البنكيه توصل في نفس الدقيقه وأقدر اخلي الناس تحول  لي من بنك على برق لانه فيه  رقم حساب 😍😍😍😍😍,Statement,gpt-4o-mini,0.95,689.71,3e-05,training
توصيلهم سريع ومجانا البطاقه والتوصيل,Praise,gpt-4o-mini,0.95,868.18,2.6e-05,training
ايش الفرق بين الثلاثه الوان,Question,gpt-4o-mini,0.95,920.56,2.5e-05,training
برق نصابين ومحتالين اهربو منهم نصيحه,Complaint,gpt-4o-mini,0.95,806.34,2.6e-05,training
ممكن طريقه طباعه الآيبان في برق,Question,gpt-4o-mini,0.95,831.56,2.6e-05,training
لو سمحت أنا يوم كنت افعلها ضبطت معي لكن ونا ادخل المعلومات ما طلع لي البطاقه البلاستيكيه <br><br>البطاقه الي طلعتها الي عليها حرف الريال الجديده <br><br>خشيت الإعدادات احاول اطلبها ماعرفت ؟,Question,gpt-4o-mini,0.95,831.56,3.4e-05,training
كذب,Statement,gpt-4o-mini,0.95,3157.55,2.4e-05,training
كيف ارفع الحد,Question,gpt-4o-mini,0.95,1034.51,2.4e-05,training
بصراحه سيئه فتحت لبنتي حساب ابناء حطيت في فلوس مو راضيه تحاسب ولا في مكان وماقدرت استرجع المبلغ اللي حطيته فيها حتى في محطه البنزين ماتشتغل خايسه بغير الاعدادات ماترضى اسواء بطاقه,Complaint,gpt-4o-mini,0.95,863.59,3.6e-05,training
الله يعطيك العافية وجزاك الله خير ، بس عندي سؤال انا حسابي غير متاح يقولي اضغط على زر التحديث لتنشيط حسابك ، السؤال هو كيف انشط حسابي ؟,Question,gpt-4o-mini,0.95,761.13,3e-05,training
طلبت البطاقة ولم تصلني من 3 ايام هل بتتاخر,Complaint,gpt-4o-mini,0.95,932.14,2.6e-05,training
كيف أنشط البطاقة,Question,gpt-4o-mini,0.95,1395.82,2.5e-05,training
في مصر بدون رسوم فقط من صرافات بنك مصر والبنك الاهلي ..  والبقيه ياخذو عموله انتبهو اللي مسافر مصر,Statement,gpt-4o-mini,0.95,845.58,2.9e-05,training
هل أقدر أضيفها ل سامسونق باي وقوقل باي لن حاولت وقالو غير مدعوم الدفع اللمسي,Question,gpt-4o-mini,0.95,890.43,2.8e-05,training
سلام عليكم انا فتحت حساب برق وطلبت بطاقه ولان انا خايف يقولون اذا دخلت فيها فلوس يتوقف حسابك,Question,gpt-4o-mini,0.95,847.32,2.8e-05,training
جزاك الله خيرا,Praise,gpt-4o-mini,0.95,713.83,2.5e-05,training
التطبيق محضور عندي ايش المشكلة,Question,gpt-4o-mini,0.95,923.23,2.5e-05,training
الله ياخذكم ليتني معرفت محفضه برق قفلو حسابي وفيها فلوسي,Complaint,gpt-4o-mini,0.95,639.7,2.7e-05,training
كيف اطلعها,Question,gpt-4o-mini,0.95,790.55,2.4e-05,training
عندي بالجوال بس كيف اطلع الفيزا <br>كل ماسوت الخطوط مايعطيني,Question,gpt-4o-mini,0.95,921.25,2.7e-05,training
بس انا بل يمن ويقول للاسف لنخدم المستفيدين الجدد علا هاذا الموقع تكفى طريقه لتخطي,Suggestion,gpt-4o-mini,0.95,1028.95,2.8e-05,training
عندنا مساطيل <br>مسهلين كل شي للعمالة علشان تحول اموالها بكل سعولة وبدون ضرايب,Statement,gpt-4o-mini,0.95,878.92,2.9e-05,training
هل مجانا أحصل عليها أو يوجد رسوم للحصول ع البطاقة البلاستيكيه,Question,gpt-4o-mini,0.95,768.84,2.6e-05,training
هل مناسبه في بوكينج وعلي اكسبرس وعلي بابا,Question,gpt-4o-mini,0.95,815.22,2.6e-05,training
هل اقدر اضيفها مثلا في تابي او تمارا,Question,gpt-4o-mini,0.95,1007.44,2.6e-05,training
يخي حد يفيدني هل يشتغل في عمان,Question,gpt-4o-mini,0.95,783.26,2.6e-05,training
ممكن رابط,Question,gpt-4o-mini,0.95,750.54,2.4e-05,training
المشكله في برق تعديل المستفيد لايوجد حوالات برق,Complaint,gpt-4o-mini,0.95,3281.45,2.6e-05,training
أنا عندي ايقاف خدمات وينزلي راتب يقدر احد يحولي,Question,gpt-4o-mini,0.95,770.38,2.6e-05,training
الأكثر توفيراً لفلوسك هو: جلبها كاش بالعملة السعودية وتحويلها في محلات الصرافة المعتمدة . برق وغيرها تاخذ على كل عمليه دفع شبكه تاخذ منك عموله ٢،٥ ٪ وكل عمليه سحب من مكائن الصراف atm ياخذون منك اكثر واكثر بينما لو اخذت فلوسك كاش فلوس سعوديه وحولتها طبيعي من محلات الصرافه ماياخذون الا هامش ربح رمزي<br>إقرا التالي 👎🏻<br>&quot;رسوم تحويل العملة الأجنبية: نسبة مئوية تتراوح بين 2.5% إلى 3% تفرضها الجهة المصدرة لبطاقتك (البنك السعودي) على كل عملية&quot;,Suggestion,gpt-4o-mini,0.95,1150.83,5.1e-05,training
احذروا من دجاجله التسويق 😊<br>الأكثر توفيراً لفلوسك هو: جلبها كاش بالعملة السعودية وتحويلها في محلات الصرافة المعتمدة . برق وغيرها تاخذ على كل عمليه دفع شبكه(نقاط بيع) تاخذ منك عموله ٢،٥ ٪ وكل عمليه سحب من مكائن الصراف atm ياخذون منك اكثر واكثر(تصل الى ٣٠ ريال) بينما لو اخذت فلوسك كاش فلوس سعوديه وحولتها طبيعي من محلات الصرافه ماياخذون الصرافين الا هامش ربح رمزي برق وغيرها ما استبعد انها تدفع اكثر من نصف ارباحها  لاغراق وسائل التواصل الاجتماعي  بمعلنين دجاجلة فقط لمهمة اقناعك انك ربحان بالكذب والدجل إقرا التالي 👎🏻<br>&quot;رسوم تحويل العملة الأجنبية: نسبة مئوية تتراوح بين 2.5% إلى 3% تفرضها الجهة المصدرة لبطاقتك (البنك السعودي) على كل عملية&quot;,Complaint,gpt-4o-mini,0.95,931.64,6.1e-05,training
😊 احذروا دجاجله التسويق <br>نعم، يوجد رسوم تحويل عملة في بطاقة &quot;برق&quot; عندما تستخدمها في إندونيسيا (أو أي بلد خارج المملكة العربية السعودية).<br>بطاقة &quot;برق&quot; هي بطاقة خصم أو ائتمان عادية صادرة محلياً (ليست بطاقة عملات متعددة مثل &quot;بطاقة المسافر&quot;).<br>تفاصيل الرسوم:<br>رسوم تحويل العملة الأجنبية (foreign exchange fee): هذه هي الرسوم الرئيسية، وهي عبارة عن نسبة مئوية تفرضها الجهة المصدرة للبطاقة (البنك السعودي) على كل عملية شراء أو سحب تجريها بعملة غير الريال السعودي (مثل الروبية الإندونيسية).<br>النسبة الشائعة لهذه الرسوم تتراوح بين 2.5% إلى 3% من قيمة العملية.<br>رسوم الصرف (mark-up on exchange rate): بالإضافة إلى الرسوم المئوية، فإن البنك يطبق سعر صرف مختلف عن سعر السوق الحقيقي، وهذا يعتبر هامش ربح إضافي له.<br>الخلاصة:<br>كل مرة تدفع فيها بواسطة بطاقة &quot;برق&quot; في إندونيسيا، يتم خصم قيمة المشتريات مضافاً إليها ما يقارب 3% من إجمالي المبلغ كرسوم تحويل عملة. ولهذا السبب، يظل الدفع النقدي (الكاش) بعد الصرافة في مكاتب موثوقة هو الخيار الأوفر.,Statement,gpt-4o-mini,0.95,1027.38,6.9e-05,training
احذروا دجاجلة التسويق 😊<br>نعم، يوجد رسوم تحويل عملة في بطاقة &quot;برق&quot; عندما تستخدمها في إندونيسيا (أو أي بلد خارج المملكة العربية السعودية).<br>​بطاقة &quot;برق&quot; هي بطاقة خصم أو ائتمان عادية صادرة محلياً .<br>​تفاصيل الرسوم:<br>​رسوم تحويل العملة الأجنبية (foreign exchange fee): هذه هي الرسوم الرئيسية، وهي عبارة عن نسبة مئوية تفرضها الجهة المصدرة للبطاقة (البنك السعودي) على كل عملية شراء أو سحب تجريها بعملة غير الريال السعودي (مثل الروبية الإندونيسية).<br>​النسبة الشائعة لهذه الرسوم تتراوح بين 2.5% إلى 3% من قيمة العملية.<br>​رسوم الصرف (mark-up on exchange rate): بالإضافة إلى الرسوم المئوية، فإن البنك يطبق سعر صرف مختلف عن سعر السوق الحقيقي، وهذا يعتبر هامش ربح إضافي له.<br>​الخلاصة:<br>كل مرة تدفع فيها بواسطة بطاقة &quot;برق&quot; في إندونيسيا، يتم خصم قيمة المشتريات مضافاً إليها ما يقارب 3% من إجمالي المبلغ كرسوم تحويل عملة. ولهذا السبب، يظل الدفع النقدي (الكاش) بعد الصرافة في مكاتب موثوقة هو الخيار الأوفر.,Statement,gpt-4o-mini,0.95,1006.75,7.1e-05,training
افضل بنك في المملكه العربيه السعوديه برق,Praise,gpt-4o-mini,0.95,1454.49,2.6e-05,training
ما وضحت كيف نستخرج كشف حساب,Question,gpt-4o-mini,0.95,788.18,2.5e-05,training
فيزا ولامدى,Question,gpt-4o-mini,0.95,821.86,2.5e-05,training
ليه ماتشتغل عندي,Question,gpt-4o-mini,0.95,622.55,2.5e-05,training
كيف افعل الكاش باك؟,Question,gpt-4o-mini,0.95,704.81,2.5e-05,training
كذابين ولله ماتصدقون هالكلام أنا محول اكتر من ٢٥٠٠ريال وما جاني شي,Complaint,gpt-4o-mini,0.95,1025.78,2.8e-05,training
المستلم كيف يستلمها ؟,Question,gpt-4o-mini,0.95,737.34,2.5e-05,training
شباب انا لما احاول اسحب بها فالمنصورة في مصر <br> يقولي تجاوزت الحد اليومي<br>وانا اخر مرة ساحب بها قبل اسبوع اساسا هل في احد واجهته المشكلة هذي وايش حلها<br>يوم احاول,Question,gpt-4o-mini,0.95,1036.87,3.3e-05,training
الموسيقى ازعاااج🤦‍♂️,Complaint,gpt-4o-mini,0.95,989.79,2.6e-05,training
عندها عيب تصرف ٥ صرفات في الشهر بس,Complaint,gpt-4o-mini,0.95,961.64,2.6e-05,training
سلام اخي من فظلك هل فيها فيزا افتراضية وهل ينفع نطلبها من الجزائر وهل تفعل البايبال. مشكور .,Question,gpt-4o-mini,0.95,872.41,2.8e-05,training
تصرف امنه 😅,Statement,gpt-4o-mini,0.95,1127.01,2.5e-05,training
فيها دخول صلات,Statement,gpt-4o-mini,0.95,808.05,2.5e-05,training
عليه رسوم,Statement,gpt-4o-mini,0.95,925.77,2.4e-05,training
مشكله برق اذا حولت بنك محلي لاتوصل الحواله الي بعد 10ساعات,Complaint,gpt-4o-mini,0.95,638.2,2.7e-05,training
المشكله متقدر تعل بها ايداع,Complaint,gpt-4o-mini,0.95,1345.94,2.5e-05,training
حاليا يور بي افضل من برق 👌🏻,Praise,gpt-4o-mini,0.95,1089.42,2.5e-05,training
ازى اكلم خدمة العملاء في مصر لأنها مبتسحبش في فلوس,Complaint,gpt-4o-mini,0.95,1204.66,2.6e-05,training
