comment_text,confidence_score,id,predicted_label,published_at,source
بطاقة مدى برق تستخدم في دبي ؟؟؟,,271,,2025-09-27 10:36:17+00:00,
هل تسحب حتى بعد انتهاء الاقامه ؟,,131,,2025-09-27 12:11:54+00:00,
مركز الألعاب ما طلعلي وابي اطلب بطاقة البلاستيكية ما طلع لي لمكان الي بيبينوه في لفيديوهات تواسلت مع دعم حاطين ربوت يرد على شي الي مبرمجينه عليه ما فادني بشي اتصل عليهم محد يرد برق شافشلين جدا الي باقي ما فتح فيه حساب ما انصحو اذا صار مع ايي مشكل ما في فرع ولى في احد يرد عليك فاشليييييين,,15,,2025-09-27 19:00:29+00:00,
عندي حساب سويت تسجيل خروج وابغى ارجع رفض الا تسجيل جديد,,512,,2025-09-27 19:16:35+00:00,
برق افضل شي ماتستخدمها الجمعه والسبت يصر غلط في العمليات,,105,,2025-09-28 10:16:32+00:00,
ممكن شرح لان يقول لي تم الرفض ؟,,511,,2025-09-30 19:38:16+00:00,
كيف اطلع رقم الحساب والايبان ؟؟,,270,,2025-10-01 11:14:53+00:00,
ابغى اعرف الايبان والحساب,,383,,2025-10-01 11:16:10+00:00,
كيف نودع في الحساب ؟؟اذا معانا كاش ونبغا نودع,,510,,2025-10-02 01:50:34+00:00,
كيف أنشط البطاقة؟,,509,,2025-10-02 09:33:14+00:00,
ما جاني طلب البطاقة بالبلاستيكية,,430,,2025-10-04 09:55:57+00:00,
يجيني تم حظر حسابك ايش الحل,,508,,2025-10-05 04:01:04+00:00,
انا في السعودي لدي بطاقة برق هل يمكنلي ان اسحب من مصر ارجو الرد,,104,,2025-10-05 14:40:47+00:00,
ممكن فيديو لتعليم رفع التذكرة ضرورى إذا سمحت,,269,,2025-10-05 15:47:56+00:00,
توثيق الشروط والاحكام  مايشتغل معي للحين معلقه البطاقة في الجوال ماقدر اسوي تأكيد ؟!,,14,,2025-10-05 21:50:39+00:00,
‏برنامج مش راضي يفتح معايا,,13,,2025-10-07 00:58:09+00:00,
كيف اسوي ايداع في صرافه برق,,103,,2025-10-08 16:30:51+00:00,
ينفع اسحب منها وانا ف مصر والاا المملكه بس,,429,,2025-10-08 17:06:23+00:00,
المحفظة واحدة واذا عندك فيزا او مدى من برق كل عملياتك سواءا سحب او تحويل ولا تسديد الخصم يصير من المحفظة <br>صححو لي اذا غلطان,,268,,2025-10-08 20:45:38+00:00,
طيب كيف اعرف رقم حسباتي وانا عندي اكثر من بطاقه,,12,,2025-10-09 09:09:02+00:00,
طلبتها ودخلت افعلها من التطبيق  ثلاث ايام ما تفعلات,,312,,2025-10-16 10:38:45+00:00,
الله يحفظكم والله افضل تطبيق🎉,,52,,2025-10-18 00:02:40+00:00,
كم حد السحب اليومي خارج المملكة؟,,382,,2025-10-18 18:35:25+00:00,
عندي سؤال.. الحين اذا جيت مسافرة كيف اسوي اصدار للبطاقة عشان توصلني,,186,,2025-10-19 01:48:44+00:00,
يا اخي تطبيق برق انتهاء الاقامه وا توقف المحفظه وبعدين جددتها واجي احدث الملف الشخصي اجي اسوي تحدث ما يتحدث,,507,,2025-10-20 04:50:41+00:00,
لماذا بطاقه فيز لاتقبلها مكينة الصراف الالى فى السعوديه,,267,,2025-10-20 18:18:15+00:00,
طيب الصراف برق زي الصرافه الراجحي وكذا ولا بس لتطبيق ذا ؟,,11,,2025-10-21 16:12:17+00:00,
كيف اعمل ايداع من داخل مصر ؟ <br>وبيصير عن طريق ATM ?داخل مصر,,102,,2025-10-21 17:38:36+00:00,
متى تبدأ المسابقة؟,,506,,2025-10-22 21:22:05+00:00,
وين سعر الصرف..!!!,,101,,2025-10-24 07:59:19+00:00,
أنا كنت قبل ايام في إسطنبول صرافات  البنوك ياخذون عمولة &quot;الكاش مشين&quot; تصل إلى ١٠٪؜ !! تبي تقول بدون إيصال او اظغط على يسار الشاشة فيك فيك العمولة لكن طبعاً المشتريات ليست عليها عمولةنفس  سعر الكاش 👍🏼 اقول الي يقدر يتحمل ولاهب مثلي يأخذ معه كاش 💵 قديمك نديمك لو جديدك أغناك 🎵,,130,,2025-10-25 16:12:38+00:00,
خانه الاسم بتجى المدخل غير صالح,,80,,2025-10-25 21:04:52+00:00,
هل اقدر اضيف فيها فلوس من فيزا واحولها على الراجحي,,505,,2025-10-26 15:30:57+00:00,
الذي يرغب في بطاقة بلاستيكية يختار البطاقة الخضراء مكتوب بطاقة برق وفيها علامة برق وفيزا فقط بدون علامة مدى,,428,,2025-10-26 21:48:58+00:00,
يا ادارة برق يا جماعة الخير <br><br>ايش صار لكم انا كنت دائم احول من عليكم وعملت تحويلات كتير اوي من عندكم بس المره دي من يوم ١٨ اكتوبر والتحويل ذلتوني عليه واكلم خدمة العملاء ويقولوا بنصعد المشكله <br><br><br><br>وعالحال ده من يوم ٢٠ اكتوبر <br><br><br><br>وفتحت تذكرة شكوي للتاخير وحوارات كتير ليه كده انا للاسف فقدت الثقه نهائيا بالبرنامج <br><br><br><br>ايه الي يذلني الذل ده برنامج شغال بمزاجه <br><br><br><br>وخذمة عملاء بمزاجها <br><br><br><br>والبرنامج اكيد شويه وهيسكر دام فيه مشاكل غير مفهومه <br><br><br><br>احذروا يا جماعه,,10,,2025-10-27 17:07:17+00:00,
يا ادارة برق يا جماعة الخير <br><br>ايش صار لكم انا كنت دائم احول من عليكم وعملت تحويلات كتير اوي من عندكم بس المره دي من يوم ١٨ اكتوبر والتحويل ذلتوني عليه واكلم خدمة العملاء ويقولوا بنصعد المشكله <br><br><br><br>وعالحال ده من يوم ٢٠ اكتوبر <br><br><br><br>وفتحت تذكرة شكوي للتاخير وحوارات كتير ليه كده انا للاسف فقدت الثقه نهائيا بالبرنامج <br><br><br><br>ايه الي يذلني الذل ده برنامج شغال بمزاجه <br><br><br><br>وخذمة عملاء بمزاجها <br><br><br><br>والبرنامج اكيد شويه وهيسكر دام فيه مشاكل غير مفهومه <br><br><br><br>احذروا يا جماعه,,504,,2025-10-27 17:07:37+00:00,
يا ادارة برق يا جماعة الخير <br><br>ايش صار لكم انا كنت دائم احول من عليكم وعملت تحويلات كتير اوي من عندكم بس المره دي من يوم ١٨ اكتوبر والتحويل ذلتوني عليه واكلم خدمة العملاء ويقولوا بنصعد المشكله <br><br><br><br>وعالحال ده من يوم ٢٠ اكتوبر <br><br><br><br>وفتحت تذكرة شكوي للتاخير وحوارات كتير ليه كده انا للاسف فقدت الثقه نهائيا بالبرنامج <br><br><br><br>ايه الي يذلني الذل ده برنامج شغال بمزاجه <br><br><br><br>وخذمة عملاء بمزاجها <br><br><br><br>والبرنامج اكيد شويه وهيسكر دام فيه مشاكل غير مفهومه <br><br><br><br>احذروا يا جماعه,,381,,2025-10-27 17:08:35+00:00,
ما يجيني رقم يجيني الهويه ويوم احطها يقول غلط وانا متأكد منها,,503,,2025-10-27 22:01:17+00:00,
كيف اسجل,,9,,2025-10-28 18:40:06+00:00,
لو هويتي منتهيه اقدر استخدم الحساب او البطاقه,,502,,2025-10-29 16:26:14+00:00,
نصابين مايطلع لي الا %0.4 في كل العمليات,,185,,2025-10-30 12:10:23+00:00,
سويت كل شي وماجاني اتصال ايش الحل😢,,427,,2025-10-30 18:29:14+00:00,
انا سجلت الجوال وجيت عند التحقق من الهويه حطيت الهويه وتاريخ الميلاد ويقول غير متطابقه وانا متأكد منها الي عنده حل يساعدني,,501,,2025-10-31 13:35:45+00:00,
يقولي طلبي قيد الانتظار ما توثق بسرعة,,500,,2025-10-31 17:06:30+00:00,
ليش ماتطلع عندي عجلت الحظ,,51,,2025-10-31 22:54:34+00:00,
نصابين وربي اول مسدد فاتوره كهرباء بي 2200 معطيني 8 ريال يسوقون امها,,50,,2025-11-01 01:58:48+00:00,
يا عيال تكفون حسابي محظور كيف افتح الحظر حتى خدمه العملا ما يردون,,184,,2025-11-01 17:11:22+00:00,
معطله لها يومين,,166,,2025-11-02 13:13:21+00:00,
طيب هل تربط البايبال وكيف السحب منه,,165,,2025-11-02 13:31:45+00:00,
انتبهو منهم نصابين ويجمدون الحسابات,,266,,2025-11-02 14:26:06+00:00,
بتشتغل في كل الدول؟؟؟,,499,,2025-11-03 09:57:50+00:00,
طيب ليه ما اقدر اسحب ؟,,265,,2025-11-05 04:50:07+00:00,
أنا عندي بطاقة اليوم الوطني كيف اقدر اسوي  لها طلب؟,,164,,2025-11-08 19:11:32+00:00,
انا طلبت مدى او ضروري برق,,498,,2025-11-11 08:41:27+00:00,
كيف اطلع رمز الدعوة,,497,,2025-11-11 17:47:06+00:00,
الزيك يا مدير الزاي أحوط فلوس ف بطاقه برق,,264,,2025-11-12 16:43:25+00:00,
كيف احط موقعي عشان استلم البطاقه بصرحه فيها صعوبه شويه لان الموقع مو راضي ينضاف,,496,,2025-11-13 20:49:33+00:00,
هل مكتوب فيها اسم الشخص؟,,311,,2025-11-15 11:23:16+00:00,
على ساس بحط ٧٢ الف فيهل 😂  بحط مبلغ مقاضي ممكن  المبالغ القويه البنوك مثل الراجحي او الاهلي او بنك معروف الصدق,,8,,2025-11-17 18:03:08+00:00,
والحوالات البنكيه توصل في نفس الدقيقه وأقدر اخلي الناس تحول  لي من بنك على برق لانه فيه  رقم حساب 😍😍😍😍😍,,183,,2025-11-20 15:16:04+00:00,
توصيلهم سريع ومجانا البطاقه والتوصيل,,182,,2025-11-20 15:30:35+00:00,
ايش الفرق بين الثلاثه الوان,,426,,2025-11-20 17:22:20+00:00,
برق نصابين ومحتالين اهربو منهم نصيحه,,263,,2025-11-20 18:16:25+00:00,
ممكن طريقه طباعه الآيبان في برق,,7,,2025-11-20 23:36:56+00:00,
لو سمحت أنا يوم كنت افعلها ضبطت معي لكن ونا ادخل المعلومات ما طلع لي البطاقه البلاستيكيه <br><br>البطاقه الي طلعتها الي عليها حرف الريال الجديده <br><br>خشيت الإعدادات احاول اطلبها ماعرفت ؟,,310,,2025-11-22 07:56:23+00:00,
كذب,,49,,2025-11-22 15:28:18+00:00,
كيف ارفع الحد,,100,,2025-11-22 16:40:26+00:00,
بصراحه سيئه فتحت لبنتي حساب ابناء حطيت في فلوس مو راضيه تحاسب ولا في مكان وماقدرت استرجع المبلغ اللي حطيته فيها حتى في محطه البنزين ماتشتغل خايسه بغير الاعدادات ماترضى اسواء بطاقه,,262,,2025-11-23 11:49:27+00:00,
الله يعطيك العافية وجزاك الله خير ، بس عندي سؤال انا حسابي غير متاح يقولي اضغط على زر التحديث لتنشيط حسابك ، السؤال هو كيف انشط حسابي ؟,,495,,2025-11-24 04:56:58+00:00,
طلبت البطاقة ولم تصلني من 3 ايام هل بتتاخر,,309,,2025-11-25 13:49:36+00:00,
كيف أنشط البطاقة,,181,,2025-11-26 10:54:48+00:00,
في مصر بدون رسوم فقط من صرافات بنك مصر والبنك الاهلي ..  والبقيه ياخذو عموله انتبهو اللي مسافر مصر,,129,,2025-11-26 18:41:00+00:00,
هل أقدر أضيفها ل سامسونق باي وقوقل باي لن حاولت وقالو غير مدعوم الدفع اللمسي,,308,,2025-11-27 13:16:06+00:00,
سلام عليكم انا فتحت حساب برق وطلبت بطاقه ولان انا خايف يقولون اذا دخلت فيها فلوس يتوقف حسابك,,307,,2025-11-29 00:01:39+00:00,
جزاك الله خيرا,,494,,2025-11-29 01:30:28+00:00,
التطبيق محضور عندي ايش المشكلة,,493,,2025-12-01 11:27:41+00:00,
جزاك الله خيرا,,492,,2025-12-02 14:41:47+00:00,
الله ياخذكم ليتني معرفت محفضه برق قفلو حسابي وفيها فلوسي,,6,,2025-12-05 04:13:00+00:00,
كيف اطلعها,,180,,2025-12-05 12:19:34+00:00,
عندي بالجوال بس كيف اطلع الفيزا <br>كل ماسوت الخطوط مايعطيني,,179,,2025-12-05 12:20:20+00:00,
بس انا بل يمن ويقول للاسف لنخدم المستفيدين الجدد علا هاذا الموقع تكفى طريقه لتخطي,,491,,2025-12-06 00:26:34+00:00,
عندنا مساطيل <br>مسهلين كل شي للعمالة علشان تحول اموالها بكل سعولة وبدون ضرايب,,128,,2025-12-06 14:38:07+00:00,
هل مجانا أحصل عليها أو يوجد رسوم للحصول ع البطاقة البلاستيكيه,,425,,2025-12-07 00:41:44+00:00,
هل مناسبه في بوكينج وعلي اكسبرس وعلي بابا,,490,,2025-12-08 00:34:11+00:00,
هل اقدر اضيفها مثلا في تابي او تمارا,,306,,2025-12-08 07:05:05+00:00,
يخي حد يفيدني هل يشتغل في عمان,,261,,2025-12-08 14:43:43+00:00,
ممكن رابط,,163,,2025-12-08 18:45:46+00:00,
المشكله في برق تعديل المستفيد لايوجد حوالات برق,,79,,2025-12-10 07:34:30+00:00,
أنا عندي ايقاف خدمات وينزلي راتب يقدر احد يحولي,,380,,2025-12-11 04:29:18+00:00,
الأكثر توفيراً لفلوسك هو: جلبها كاش بالعملة السعودية وتحويلها في محلات الصرافة المعتمدة . برق وغيرها تاخذ على كل عمليه دفع شبكه تاخذ منك عموله ٢،٥ ٪ وكل عمليه سحب من مكائن الصراف atm ياخذون منك اكثر واكثر بينما لو اخذت فلوسك كاش فلوس سعوديه وحولتها طبيعي من محلات الصرافه ماياخذون الا هامش ربح رمزي<br>إقرا التالي 👎🏻<br>&quot;رسوم تحويل العملة الأجنبية: نسبة مئوية تتراوح بين 2.5% إلى 3% تفرضها الجهة المصدرة لبطاقتك (البنك السعودي) على كل عملية&quot;,,127,,2025-12-11 04:29:56+00:00,
احذروا من دجاجله التسويق 😊<br>الأكثر توفيراً لفلوسك هو: جلبها كاش بالعملة السعودية وتحويلها في محلات الصرافة المعتمدة . برق وغيرها تاخذ على كل عمليه دفع شبكه(نقاط بيع) تاخذ منك عموله ٢،٥ ٪ وكل عمليه سحب من مكائن الصراف atm ياخذون منك اكثر واكثر(تصل الى ٣٠ ريال) بينما لو اخذت فلوسك كاش فلوس سعوديه وحولتها طبيعي من محلات الصرافه ماياخذون الصرافين الا هامش ربح رمزي برق وغيرها ما استبعد انها تدفع اكثر من نصف ارباحها  لاغراق وسائل التواصل الاجتماعي  بمعلنين دجاجلة فقط لمهمة اقناعك انك ربحان بالكذب والدجل إقرا التالي 👎🏻<br>&quot;رسوم تحويل العملة الأجنبية: نسبة مئوية تتراوح بين 2.5% إلى 3% تفرضها الجهة المصدرة لبطاقتك (البنك السعودي) على كل عملية&quot;,,99,,2025-12-11 04:53:23+00:00,
😊 احذروا دجاجله التسويق <br>نعم، يوجد رسوم تحويل عملة في بطاقة &quot;برق&quot; عندما تستخدمها في إندونيسيا (أو أي بلد خارج المملكة العربية السعودية).<br>بطاقة &quot;برق&quot; هي بطاقة خصم أو ائتمان عادية صادرة محلياً (ليست بطاقة عملات متعددة مثل &quot;بطاقة المسافر&quot;).<br>تفاصيل الرسوم:<br>رسوم تحويل العملة الأجنبية (Foreign Exchange Fee): هذه هي الرسوم الرئيسية، وهي عبارة عن نسبة مئوية تفرضها الجهة المصدرة للبطاقة (البنك السعودي) على كل عملية شراء أو سحب تجريها بعملة غير الريال السعودي (مثل الروبية الإندونيسية).<br>النسبة الشائعة لهذه الرسوم تتراوح بين 2.5% إلى 3% من قيمة العملية.<br>رسوم الصرف (Mark-up on Exchange Rate): بالإضافة إلى الرسوم المئوية، فإن البنك يطبق سعر صرف مختلف عن سعر السوق الحقيقي، وهذا يعتبر هامش ربح إضافي له.<br>الخلاصة:<br>كل مرة تدفع فيها بواسطة بطاقة &quot;برق&quot; في إندونيسيا، يتم خصم قيمة المشتريات مضافاً إليها ما يقارب 3% من إجمالي المبلغ كرسوم تحويل عملة. ولهذا السبب، يظل الدفع النقدي (الكاش) بعد الصرافة في مكاتب موثوقة هو الخيار الأوفر.,,162,,2025-12-11 04:58:10+00:00,
احذروا دجاجلة التسويق 😊<br>نعم، يوجد رسوم تحويل عملة في بطاقة &quot;برق&quot; عندما تستخدمها في إندونيسيا (أو أي بلد خارج المملكة العربية السعودية).<br>​بطاقة &quot;برق&quot; هي بطاقة خصم أو ائتمان عادية صادرة محلياً .<br>​تفاصيل الرسوم:<br>​رسوم تحويل العملة الأجنبية (Foreign Exchange Fee): هذه هي الرسوم الرئيسية، وهي عبارة عن نسبة مئوية تفرضها الجهة المصدرة للبطاقة (البنك السعودي) على كل عملية شراء أو سحب تجريها بعملة غير الريال السعودي (مثل الروبية الإندونيسية).<br>​النسبة الشائعة لهذه الرسوم تتراوح بين 2.5% إلى 3% من قيمة العملية.<br>​رسوم الصرف (Mark-up on Exchange Rate): بالإضافة إلى الرسوم المئوية، فإن البنك يطبق سعر صرف مختلف عن سعر السوق الحقيقي، وهذا يعتبر هامش ربح إضافي له.<br>​الخلاصة:<br>كل مرة تدفع فيها بواسطة بطاقة &quot;برق&quot; في إندونيسيا، يتم خصم قيمة المشتريات مضافاً إليها ما يقارب 3% من إجمالي المبلغ كرسوم تحويل عملة. ولهذا السبب، يظل الدفع النقدي (الكاش) بعد الصرافة في مكاتب موثوقة هو الخيار الأوفر.,,379,,2025-12-11 05:14:51+00:00,
احذروا دجاجلة التسويق 😊<br>نعم، يوجد رسوم تحويل عملة في بطاقة &quot;برق&quot; عندما تستخدمها في إندونيسيا (أو أي بلد خارج المملكة العربية السعودية).<br>​بطاقة &quot;برق&quot; هي بطاقة خصم أو ائتمان عادية صادرة محلياً .<br>​تفاصيل الرسوم:<br>​رسوم تحويل العملة الأجنبية (Foreign Exchange Fee): هذه هي الرسوم الرئيسية، وهي عبارة عن نسبة مئوية تفرضها الجهة المصدرة للبطاقة (البنك السعودي) على كل عملية شراء أو سحب تجريها بعملة غير الريال السعودي (مثل الروبية الإندونيسية).<br>​النسبة الشائعة لهذه الرسوم تتراوح بين 2.5% إلى 3% من قيمة العملية.<br>​رسوم الصرف (Mark-up on Exchange Rate): بالإضافة إلى الرسوم المئوية، فإن البنك يطبق سعر صرف مختلف عن سعر السوق الحقيقي، وهذا يعتبر هامش ربح إضافي له.<br>​الخلاصة:<br>كل مرة تدفع فيها بواسطة بطاقة &quot;برق&quot; في إندونيسيا، يتم خصم قيمة المشتريات مضافاً إليها ما يقارب 3% من إجمالي المبلغ كرسوم تحويل عملة. ولهذا السبب، يظل الدفع النقدي (الكاش) بعد الصرافة في مكاتب موثوقة هو الخيار الأوفر.,,378,,2025-12-11 05:16:04+00:00,
افضل بنك في المملكه العربيه السعوديه برق,,48,,2025-12-16 04:59:46+00:00,
ما وضحت كيف نستخرج كشف حساب,,489,,2025-12-17 07:29:16+00:00,
فيزا ولامدى,,126,,2025-12-17 17:16:40+00:00,
ليه ماتشتغل عندي,,47,,2025-12-18 06:05:17+00:00,
كيف افعل الكاش باك؟,,46,,2025-12-18 06:06:22+00:00,
كذابين ولله ماتصدقون هالكلام أنا محول اكتر من ٢٥٠٠ريال وما جاني شي,,45,,2025-12-20 02:26:56+00:00,
المستلم كيف يستلمها ؟,,78,,2025-12-22 10:18:49+00:00,
شباب انا لما احاول اسحب بها فالمنصورة في مصر <br> يقولي تجاوزت الحد اليومي<br>وانا اخر مرة ساحب بها قبل اسبوع اساسا هل في احد واجهته المشكلة هذي وايش حلها<br>يوم احاول,,98,,2025-12-22 18:04:43+00:00,
الموسيقى ازعاااج🤦‍♂️,,5,,2025-12-23 07:11:52+00:00,
عندها عيب تصرف ٥ صرفات في الشهر بس,,125,,2025-12-24 16:47:20+00:00,
سلام اخي من فظلك هل فيها فيزا افتراضية وهل ينفع نطلبها من الجزائر وهل تفعل البايبال. مشكور .,,161,,2025-12-25 12:04:32+00:00,
تصرف امنه 😅,,124,,2025-12-25 12:11:27+00:00,
فيها دخول صلات,,160,,2025-12-25 23:08:53+00:00,
عليه رسوم,,424,,2025-12-28 03:32:17+00:00,
مشكله برق اذا حولت بنك محلي لاتوصل الحواله الي بعد 10ساعات,,44,,2025-12-28 16:14:58+00:00,
المشكله متقدر تعل بها ايداع,,159,,2025-12-29 02:15:28+00:00,
حاليا يور بي افضل من برق 👌🏻,,43,,2025-12-29 13:48:21+00:00,
ازى اكلم خدمة العملاء في مصر لأنها مبتسحبش في فلوس,,97,,2025-12-31 08:13:48+00:00,
